subject,body,label
Claim Your free trial Today,"Dear User, We detected suspicious activity on your account. Please reset at [suspicious-link.com] to secure your account. Failure to act within 3 days may result in account deletion. Regards, Rewards Team",1
Your webinar Confirmation,"Dear User, Thank you for your order #206495. Your package will arrive by June 10, 2025. Track your order at store.com/tracking. Contact help@platform.com for assistance. Best, Customer Care",0
Congratulations! You've Won $1000 gift card,"Dear User, We detected security breach on your account. Please renew at [malicious-link.org] to secure your account. Failure to act within 24 hours may result in account deletion. Regards, Security Team",1
Update Your password Immediately,"Dear Client, We detected suspicious activity on your account. Please reset at [scam-site.net] to secure your account. Failure to act within 48 hours may result in account deletion. Regards, Billing Department",1
Invoice # 9505 Overdue,"Dear User, Your payment details needs updating due to unauthorized access. Visit [suspicious-link.com] to avoid service interruption. Regards, Account Services",1
Your account Account Needs Attention,"Dear User, Your payment details needs updating due to unauthorized access. Visit [suspicious-link.com] to avoid account deletion. Regards, Rewards Team",1
Shipping Update for Order #750600,"Hello, We’ve released improved security for your account. Learn more at company.com/events. Let us know your feedback at help@platform.com. Thanks, Community Team",0
Claim Your premium membership Today,"Hello, Your subscription account requires immediate verification. Click [scam-site.net] to verify. Contact billing@scamsite.com if you need assistance. Thank you, Security Team",1
Urgent: reset Your Account Now,"Hello, Your invoice #3272 is overdue. Pay now at [suspicious-link.com] to avoid account deletion. Contact help@fakecompany.com for help. Thanks, Security Team",1
Your Our Platform Renewal,"Hi, Welcome to Community! Get started at store.com/tracking. Reach out to support@store.com with questions. Thanks, Community Team",0
Password Changed Successfully,"Dear Customer, Thank you for your order #337402. Your package will arrive by June 5, 2025. Track your order at store.com/tracking. Contact support@store.com for assistance. Best, Customer Care",0
Shipping Update for Order #750600,"Dear User, Thank you for your order #974333. Your package will arrive by June 10, 2025. Track your order at company.com/events. Contact events@company.com for assistance. Best, Customer Care",0
Order Confirmation #809806,"Dear User, Thank you for your order #206495. Your package will arrive by June 10, 2025. Track your order at company.com/events. Contact support@store.com for assistance. Best, Store Team",0
Verify Your subscription Account,"Dear User, Your payment details needs updating due to unusual sign-in. Visit [fake-portal.com] to avoid service interruption. Regards, Billing Department",1
Security Alert: unusual sign-in Detected,"Dear User, Your account information needs updating due to unauthorized access. Visit [malicious-link.org] to avoid account suspension. Regards, Billing Department",1
Shipping Update for Order #542236,"Dear Customer, Thank you for your order #809806. Your package will arrive by June 7, 2025. Track your order at platform.com/setup. Contact help@platform.com for assistance. Best, Store Team",0
Shipping Update for Order #809806,"Dear Customer, Thank you for your order #897911. Your package will arrive by June 5, 2025. Track your order at store.com/tracking. Contact help@platform.com for assistance. Best, Customer Care",0
Thank You for Your purchase,"Dear Customer, Thank you for your order #337402. Your package will arrive by June 5, 2025. Track your order at store.com/tracking. Contact help@platform.com for assistance. Best, Customer Care",0
Your App Renewal,"Hello, Our June newsletter is here! Join us for appointment. Visit company.com/events for details. Unsubscribe at company.com/unsubscribe. Regards, Customer Care",0
Password Changed Successfully,"Hello, Our August newsletter is here! Join us for webinar. Visit company.com/events for details. Unsubscribe at company.com/unsubscribe. Regards, Onboarding Team",0
Your annual event Confirmation,"Hello, Our June newsletter is here! Join us for annual event. Visit company.com/events for details. Unsubscribe at company.com/unsubscribe. Regards, Customer Care",0
Product Update: improved security,"Dear User, Thank you for your order #974333. Your package will arrive by June 5, 2025. Track your order at store.com/tracking. Contact help@platform.com for assistance. Best, Onboarding Team",0
Urgent: secure Your Account Now,"Hello, Your invoice #6670 is overdue. Pay now at [malicious-link.org] to avoid additional fees. Contact billing@scamsite.com for help. Thanks, Account Services",1
Security Alert: suspicious activity Detected,"Hi, You’ve won premium membership! Click [scam-site.net] to claim it now. Hurry, offer expires 24 hours! Best, Security Team",1
Claim Your free trial Today,"Dear Customer, We detected security breach on your account. Please renew at [malicious-link.org] to secure your account. Failure to act within 3 days may result in additional fees. Regards, Rewards Team",1
Congratulations! You've Won premium membership,"Hello, Your invoice #9915 is overdue. Pay now at [fake-portal.com] to avoid account deletion. Contact support@fakebank.com for help. Thanks, Rewards Team",1
Security Alert: unusual sign-in Detected,"Dear Customer, We detected unusual sign-in on your account. Please secure at [fake-portal.com] to secure your account. Failure to act within 48 hours may result in account suspension. Regards, Security Team",1
Urgent: update Your Account Now,"Dear User, Your password needs updating due to unauthorized access. Visit [scam-site.net] to avoid account deletion. Regards, Account Services",1
Welcome to Community!,"Dear John, Thank you for your order #897911. Your package will arrive by June 5, 2025. Track your order at store.com/tracking. Contact help@platform.com for assistance. Best, Onboarding Team",0
Action Required: immediate verification,"Hello, Your invoice #9119 is overdue. Pay now at [malicious-link.org] to avoid account suspension. Contact support@fakebank.com for help. Thanks, Rewards Team",1
Urgent: reset Your Account Now,"Hi, You’ve won $1000 gift card! Click [suspicious-link.com] to claim it now. Hurry, offer expires 24 hours! Best, Billing Department",1
Shipping Update for Order #542236,"Hi, Welcome to Community! Get started at store.com/tracking. Reach out to support@store.com with questions. Thanks, Customer Care",0
Urgent: reset Your Account Now,"Hello, Your invoice #7020 is overdue. Pay now at [suspicious-link.com] to avoid account suspension. Contact billing@scamsite.com for help. Thanks, Rewards Team",1
Password Changed Successfully,"Dear User, Thank you for your order #974333. Your package will arrive by June 10, 2025. Track your order at company.com/events. Contact events@company.com for assistance. Best, Customer Care",0
Your Store Renewal,"Dear User, Thank you for your order #206495. Your package will arrive by June 10, 2025. Track your order at company.com/events. Contact events@company.com for assistance. Best, Onboarding Team",0
Shipping Update for Order #658602,"Hi, Welcome to Store! Get started at company.com/events. Reach out to support@store.com with questions. Thanks, Community Team",0
